name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,,,,PREDICTED AVERAGE TAKEDOWNS LANDED PER 15 MINUTES,UNIQUE HEIGHTS,UNIQUE WEIGHTS
Sam Patterson,,10,2,1,190.5,70.31,198.12,Orthodox,4/30/1996,2.56,36,3.98,44,0,0,33,2.8,,,,1.207555762,,
Rei Tsuruya,,8,0,0,167.64,56.7,172.72,Orthodox,6/22/2002,2.91,63,1.64,42,7.74,57,50,2.8,,,,1.248959581,,
Yoshiyuki Yoshida,Zenko,18,9,0,180.34,77.11,177.8,Southpaw,5/10/1974,0.85,36,3.67,36,1.41,28,25,2.8,,,,1.005726886,,
Nadia Kassem,,5,2,0,165.1,56.7,167.64,Southpaw,11/15/1995,3.13,41,4.48,48,0.46,33,40,2.8,,,,1.272942815,,
Rinya Nakamura,Hybred,8,0,0,170.18,61.23,172.72,Southpaw,3/23/1995,4.23,54,1.78,70,4.23,85,100,2.8,,,,1.402212283,,
Ron Waterman,H20,16,6,2,187.96,127.01,,Orthodox,11/23/1965,0.84,50,1.37,42,4.19,69,50,2.8,,,,1.004331053,,
Abel Cullum,The Silent Assassin,20,6,0,170.18,63.05,,Orthodox,4/21/1987,1.82,40,1.23,46,4.01,52,0,2.8,,,,1.117961259,,
Andre Galvao,,5,2,0,170.18,76.2,,Orthodox,9/29/1982,2.34,52,1.56,58,2.02,27,0,2.8,,,,1.178216854,,
Dan Lauzon,The Upgrade,17,6,0,177.8,70.31,,Orthodox,3/30/1988,1.34,25,4.09,61,1.63,33,80,2.7,,,,1.060558028,,
Darrick Minner,,26,14,0,170.18,65.77,175.26,Orthodox,4/28/1990,2.63,65,2.28,35,2.4,72,66,2.7,,,,1.211922241,,
Edson Berto,Little Tiger,17,12,1,167.64,70.31,,Orthodox,7/5/1983,1.76,36,4.62,47,5.47,40,0,2.7,,,,1.109417161,,
Khamzat Chimaev,Borz,13,0,0,187.96,83.91,190.5,Orthodox,5/1/1994,5.72,58,3.46,42,3.99,46,100,2.7,,,,1.574127657,,
Carlton Jones,,1,4,0,185.42,102.06,,Orthodox,,2.32,41,3.58,56,4.02,50,57,2.7,,,,1.173517759,,
Charles Oliveira,Do Bronxs,34,9,0,177.8,70.31,187.96,Orthodox,10/17/1989,3.54,53,3.19,51,2.32,40,55,2.7,,,,1.315762074,,
Matt Horwich,Suave,30,25,1,185.42,83.91,,Orthodox,10/2/1978,1.11,62,2.16,38,0.33,9,28,2.7,,,,1.030823933,,
Charles McCarthy,Chainsaw,10,5,0,177.8,83.91,180.34,Orthodox,8/6/1980,0.18,12,4.03,56,2.67,60,0,2.7,,,,0.922216096,,
Jeff Bedard,Little Popeye,13,3,0,167.64,65.77,,Orthodox,2/6/1970,0.8,51,0,100,3.43,66,100,2.6,,,,0.993927226,,
Roybert Echeverria,The Unbroken,7,1,0,165.1,56.7,170.18,Switch,8/21/1995,2.95,53,2.52,57,0,0,71,2.6,,,,1.245660594,,
Julian Marquez,The Cuban Missile Crisis,9,4,0,187.96,83.91,182.88,Orthodox,5/8/1990,4.86,44,4.99,51,0,0,53,2.6,,,,1.470636774,,
Allan Goes,,10,5,2,182.88,92.99,,Orthodox,4/20/1971,0.64,52,1.35,41,1.75,40,0,2.6,,,,0.97427963,,
Joseph Morales,,9,2,0,167.64,56.7,175.26,Switch,8/22/1994,1.58,37,1.72,60,0.53,50,23,2.6,,,,1.08476863,,
Nick Thompson,The Goat,38,14,1,185.42,77.11,187.96,Orthodox,6/23/1981,1.87,42,1.8,49,1.06,100,35,2.6,,,,1.119127527,,
Dustin Pague,The Disciple,12,11,0,175.26,61.23,187.96,Orthodox,8/5/1987,1.65,53,2.96,41,1.03,44,55,2.6,,,,1.093207441,,
Coty Wheeler,Ox,14,5,0,167.64,61.23,170.18,Orthodox,10/11/1978,1.88,22,3.16,59,0.87,37,33,2.6,,,,1.120340948,,
Lu Kai,The Last Gladiator,8,5,0,175.26,65.77,175.26,Orthodox,3/1/1994,3.76,43,5.51,55,2.62,50,100,2.6,,,,1.342026056,,
Renato Sobral,Babalu,37,11,0,185.42,92.99,190.5,Orthodox,9/7/1975,2.23,45,1.53,57,2.48,42,65,2.6,,,,1.161366401,,
Daniel Roberts,Ninja,15,7,0,177.8,77.11,187.96,Southpaw,8/5/1980,0.73,20,2.27,46,2.46,44,40,2.5,,,,0.984332567,,
Keigo Kunihara,,3,2,0,182.88,106.59,,Orthodox,,0.17,10,1.99,57,4.97,40,100,2.5,,,,0.917616563,,
Jeimeson Saudino,The Minion,8,5,0,167.64,61.23,,,,0.66,30,0.82,84,2.47,50,0,2.5,,,,0.973310814,,
Marloes Coenen,,23,8,0,175.26,65.77,170.18,,,2.15,51,1.9,67,0.82,30,41,2.5,,,,1.149512601,,
Daniel Spohn,Dragon,15,6,0,193.04,92.99,200.66,Southpaw,10/12/1984,2.42,49,1.6,53,0,0,28,2.5,,,,1.181652104,,
Andre Petroski,,10,3,0,182.88,83.91,185.42,Switch,6/12/1991,3.61,51,3.03,51,4.48,54,71,2.5,,,,1.323221802,,
Dave Menne,The Warrior,45,17,2,177.8,77.11,,Orthodox,7/29/1974,1.84,44,1.99,42,0.46,50,57,2.5,,,,1.11243729,,
Kyle Kurtz,,7,5,0,,77.11,,,,1.31,36,2.95,52,1.23,20,0,2.5,,,,1.049839346,,
Renato Verissimo,Charuto,7,5,0,185.42,77.11,,Orthodox,8/3/1973,0.92,48,1.87,47,1.46,30,50,2.5,,,,1.003575137,,
Ken Shamrock,The World's Most Dangerous Man,28,17,2,185.42,92.99,182.88,Orthodox,2/11/1964,1.47,46,4.3,39,0.94,60,44,2.5,,,,1.068571126,,
Lumumba Sayers,,6,5,0,182.88,83.91,,,,2.54,41,2.37,48,7.63,75,0,2.5,,,,1.195412917,,
Dale Hartt,,6,3,0,177.8,70.31,175.26,Orthodox,4/4/1979,1.14,35,1.55,66,1.22,100,25,2.5,,,,1.027895792,,
Thomas Petersen,The Train,8,1,0,185.42,119.75,187.96,Southpaw,3/30/1995,3.59,73,2.45,40,7.34,100,100,2.5,,,,1.318127657,,
Tom Murphy,,8,0,0,187.96,102.97,,Southpaw,11/19/1974,2.5,71,0.17,84,7.51,85,0,2.5,,,,1.187412325,,
Naoki Inoue,,11,1,0,175.26,56.7,180.34,Orthodox,6/14/1997,3.67,35,3.37,60,0,0,60,2.5,,,,1.323901759,,
Phil Cardella,,8,5,0,180.34,70.31,,,,2.47,50,2,57,0,0,11,2.5,,,,1.182588059,,
Clayton Carpenter,,7,0,0,167.64,56.7,167.64,Orthodox,6/9/1996,4.5,51,2.85,60,2.47,50,0,2.5,,,,1.422730555,,
Ivan Salaverry,,14,9,0,182.88,83.91,,Orthodox,1/11/1971,3.01,47,1.19,76,0.49,18,36,2.5,,,,1.246348052,,
Keisuke Fujiwara,,17,12,5,167.64,63.05,,Switch,,0.73,44,1.2,47,0,0,23,2.5,,,,0.977431094,,
Cody McKenzie,,16,10,0,182.88,70.31,182.88,Switch,12/16/1987,1.74,34,2.5,67,2.5,25,14,2.5,,,,1.096978616,,
Tamdan McCrory,The Barncat,14,5,0,193.04,83.91,193.04,Switch,11/5/1986,2.07,49,1.6,46,2.28,50,33,2.5,,,,1.135509035,,
Liam McGeary,,12,2,0,198.12,92.99,,,,1.28,48,1.92,50,0.51,100,0,2.5,,,,1.041965085,,
Jailton Almeida,Malhadinho,20,2,0,190.5,92.99,200.66,Orthodox,6/26/1991,2.78,64,0.52,43,5.14,55,75,2.4,,,,1.219123941,,
Doug Marshall,The Rhino,18,8,0,177.8,92.99,,Orthodox,9/9/1975,6.99,46,4.02,60,0,0,66,2.4,,,,1.714466994,,
Mark Weir,The Wizard,21,18,1,187.96,83.91,,Southpaw,9/19/1967,1.54,56,2.5,38,0.8,50,25,2.4,,,,1.071872462,,
Shane del Rosario,,11,2,0,193.04,113.4,,Southpaw,9/23/1983,3.93,60,2.97,54,1.2,40,16,2.4,,,,1.354894475,,
Juan Espino,El Guapo,11,2,0,190.5,115.67,203.2,Orthodox,10/9/1980,2.38,70,1.95,40,8.93,78,50,2.4,,,,1.171438304,,
Jason Lambert,The Punisher,26,13,0,190.5,83.91,190.5,Orthodox,6/3/1975,3.21,58,1.84,50,1.35,36,28,2.4,,,,1.267741821,,
Noad Lahat,Neo,11,2,0,175.26,65.77,175.26,Orthodox,6/8/1984,2.79,46,1.47,63,2.37,26,16,2.4,,,,1.217974606,,
Paddy Pimblett,The Baddy,20,3,0,177.8,70.31,185.42,Orthodox,1/3/1995,4.19,46,3.48,41,0.97,25,56,2.4,,,,1.383446631,,
Gabriel Miranda,Fly,17,6,0,180.34,65.77,180.34,Orthodox,3/25/1990,3.52,51,6.88,39,4.8,40,0,2.4,,,,1.30426541,,
Rob Kimmons,The Rosedale Reaper,25,9,0,177.8,83.91,185.42,Orthodox,1/30/1981,1.86,48,4.79,38,2.08,46,25,2.4,,,,1.106867062,,
Hermes Franca,,24,17,0,167.64,70.31,180.34,Orthodox,8/26/1974,1.78,39,2.85,55,1.53,36,37,2.4,,,,1.097132793,,
Cesar Arzamendia,Goku,8,3,0,180.34,70.31,,Orthodox,1/31/1991,5.37,45,5.2,56,7.32,75,0,2.4,,,,1.521625565,,
Antonio Rodrigo Nogueira,Minotauro,34,10,1,190.5,108.86,195.58,Orthodox,6/2/1976,1.95,42,2.4,55,1.3,29,36,2.4,,,,1.11617199,,
Chris Lytle,Lights Out,31,18,5,180.34,77.11,172.72,Orthodox,8/18/1974,3.76,45,3.03,58,0.7,55,55,2.4,,,,1.328263975,,
Ramiz Brahimaj,,10,4,0,177.8,77.11,182.88,Orthodox,11/17/1992,2.47,41,4.08,50,1.9,66,58,2.4,,,,1.177231057,,
Eugene Jackson,The Wolf,15,9,1,172.72,83.91,,Orthodox,9/23/1966,2.19,33,3.44,32,1.91,71,16,2.3,,,,1.144212311,,
Joe Doerksen,El Dirte,51,16,0,182.88,83.91,190.5,Orthodox,10/9/1977,1.43,42,2.79,50,2.02,33,33,2.3,,,,1.054884992,,
Wes Sims,The Project,24,14,1,208.28,117.93,,Orthodox,8/4/1979,0.98,51,2.95,37,0,0,40,2.3,,,,1.001769247,,
JP Buys,Young Savage,9,6,0,165.1,61.23,170.18,Orthodox,4/30/1996,1.88,39,3.02,40,1.55,25,25,2.3,,,,1.107684716,,
Brandon Royval,Raw Dawg,15,6,0,175.26,56.7,172.72,Southpaw,8/16/1992,3.45,38,2.63,50,0.66,100,39,2.3,,,,1.291652915,,
Nate Smith,The Savage,6,1,0,167.64,56.7,175.26,Switch,4/9/1995,1.28,38,2.04,35,0,0,33,2.3,,,,1.037323205,,
Mats Nilsson,,11,4,1,185.42,77.11,,Orthodox,12/5/1983,2.99,39,5.62,63,3.87,83,44,2.3,,,,1.238126299,,
Hideo Tokoro,,34,29,2,170.18,61.23,,Orthodox,8/22/1977,1.78,37,2.01,65,0.87,34,44,2.3,,,,1.095672952,,
Jose Maria,No Chance,37,7,0,165.1,56.7,,Orthodox,1/4/1982,3.2,53,3.98,52,2.32,27,33,2.3,,,,1.262046941,,
Yoshiki Takahashi,Kazuo,30,27,3,180.34,90.26,,Southpaw,3/13/1969,2.26,51,6.47,44,0,0,66,2.3,,,,1.151691493,,
Ikram Aliskerov,,15,1,0,182.88,83.91,193.04,Southpaw,12/7/1992,8.24,65,7.15,36,2.33,33,0,2.3,,,,1.851975969,,
Mike Joy,,11,8,0,167.64,70.31,,Southpaw,7/18/1985,0.57,33,1.71,47,0.78,33,0,2.3,,,,0.954382555,,
Kimo Leopoldo,,10,7,1,190.5,106.59,,Orthodox,1/5/1968,0.76,83,2.12,30,4.55,100,0,2.3,,,,0.976670361,,
Chas Skelly,The Scrapper,19,3,0,180.34,65.77,182.88,Orthodox,5/11/1985,2.01,40,3.21,49,1.74,34,39,2.3,,,,1.121637748,,
Ruan Potts,Fangzz,11,6,0,187.96,112.04,190.5,Orthodox,2/23/1978,0.85,37,5.92,22,0.75,16,33,2.3,,,,0.985443136,,
Mark Holst,Boots,12,6,0,182.88,70.31,,Orthodox,8/14/1985,0.25,19,1.67,47,0.76,100,60,2.3,,,,0.915199687,,
Seth Petruzelli,The Silverback,14,8,0,182.88,92.99,193.04,Orthodox,12/3/1979,2.17,41,2.08,55,0.46,50,47,2.3,,,,1.140346504,,
Christian Morecraft,,8,3,0,198.12,117.93,205.74,Orthodox,9/8/1986,2.82,34,2.46,46,3.26,66,50,2.2,,,,1.216709805,,
Niklas Backstrom,,11,3,0,185.42,65.77,,Orthodox,8/22/1989,1.12,41,3.65,40,2.92,80,72,2.2,,,,1.016994462,,
Kaynan Kruschewsky,Bahia,15,2,0,182.88,70.31,185.42,Orthodox,4/4/1991,5.08,39,4.79,47,2.18,100,0,2.2,,,,1.480875957,,
Drew Fickett,The Master,42,21,0,177.8,70.31,177.8,Orthodox,12/14/1979,2.33,41,2.29,57,1.3,35,30,2.2,,,,1.158074121,,
Ryan Thomas,The Tank Engine,20,8,0,182.88,77.11,,Orthodox,11/5/1984,2.01,36,4.17,30,5.59,33,0,2.2,,,,1.120531213,,
Ryan Hall,The Wizard,9,2,0,177.8,65.77,177.8,Southpaw,2/22/1985,2.38,50,1.33,65,0.22,9,0,2.2,,,,1.162725946,,
Dustin Kimura,The Diamond,11,3,0,170.18,61.23,180.34,Orthodox,5/21/1989,1.33,21,3.82,51,0.93,37,50,2.2,,,,1.039773639,,
Alex Gilpin,,11,1,0,170.18,65.77,,Orthodox,3/26/1992,6.8,54,12.29,42,2.17,25,0,2.2,,,,1.681568294,,
Josh Grispi,The Fluke,14,5,0,180.34,65.77,187.96,Orthodox,10/14/1988,1.44,41,3.71,50,1.97,36,16,2.2,,,,1.05272913,,
Anthony Torres,The Crush,5,3,0,172.72,77.11,,Orthodox,7/31/1978,3.54,48,7.52,45,0,0,100,2.2,,,,1.298648025,,
Danny Henry,The Hatchet,12,4,0,182.88,65.77,185.42,Orthodox,7/17/1988,5.2,51,4.16,45,0.74,33,50,2.2,,,,1.493862271,,
Hidehiko Yoshida,,6,8,1,180.34,102.06,,Orthodox,9/3/1969,1.05,36,1.89,62,1.09,33,71,2.2,,,,1.006921691,,
Joe Stevenson,Daddy,33,16,0,170.18,65.77,177.8,Orthodox,6/15/1982,2.05,44,2.44,60,2.75,44,39,2.2,,,,1.124366909,,
Everett Cummings,,12,0,0,,92.99,,,,0.43,60,4.34,45,0,0,0,2.2,,,,0.933542676,,
Jose Landi-Jons,Pele,29,16,0,180.34,77.11,,Orthodox,9/9/1973,0.99,40,0.77,43,2.2,80,40,2.2,,,,0.999777143,,
Wilson Gouveia,,14,8,0,185.42,83.91,193.04,Orthodox,10/3/1978,3.02,39,4.06,56,0.9,66,57,2.2,,,,1.237846949,,
Chris Price,The Exorcist,19,4,0,187.96,83.91,,Southpaw,11/9/1982,1.44,66,2.59,48,0,0,33,2.2,,,,1.052253082,,
Fredson Paixao,,10,5,0,167.64,65.77,167.64,Orthodox,5/13/1979,1.71,54,2.31,62,0.62,11,10,2.2,,,,1.084311011,,
Jake Hadley,White Kong,10,2,0,170.18,56.7,177.8,Southpaw,8/3/1996,3.42,44,3.2,60,0.32,25,35,2.2,,,,1.28525865,,
Chase Hooper,The Dream,13,3,1,185.42,70.31,187.96,Southpaw,9/13/1999,4.86,51,3.59,36,1.42,22,55,2.2,,,,1.454755589,,
Daniel Gracie,,5,4,1,187.96,102.06,,Orthodox,,1.9,38,1.33,59,0.36,100,80,2.1,,,,1.106985266,,
Masakazu Imanari,,36,16,2,162.56,63.05,,Southpaw,2/10/1976,0.55,30,1.74,57,0,0,0,2.1,,,,0.948610393,,
Andrew Holbrook,,12,3,0,180.34,70.31,177.8,Southpaw,2/6/1986,2.2,49,3,54,0.85,18,10,2.1,,,,1.142714607,,
Mike Cook,,13,13,0,185.42,92.99,,Orthodox,,1.72,49,2.4,46,1.03,33,55,2.1,,,,1.086465057,,
Polyana Viana,Dama de Ferro,13,6,0,165.1,52.16,170.18,Orthodox,6/14/1992,3.19,41,2.63,55,0.93,33,43,2.1,,,,1.258979958,,
Logan Clark,,18,6,0,187.96,83.91,,Orthodox,2/16/1985,2.2,54,1.49,53,0.31,100,30,2.1,,,,1.142889547,,
Nate Loughran,,11,2,0,187.96,83.91,,Orthodox,7/28/1980,1.81,40,4.11,59,0,0,0,2.1,,,,1.097345434,,
Tim McKenzie,,14,9,0,182.88,83.91,187.96,Orthodox,7/21/1982,1.37,54,2.96,44,0,0,28,2.1,,,,1.046049924,,
Mackens Semerzier,Da Menace,8,4,0,175.26,65.77,182.88,Orthodox,11/3/1980,2.91,45,3.48,46,2.14,50,50,2.1,,,,1.226933401,,
Dennis Hallman,Superman,53,20,2,175.26,70.31,182.88,Orthodox,12/2/1975,1.12,44,1.96,43,1.79,30,25,2.1,,,,1.016893807,,
Chris Brennan,The Westside Strangler,21,13,1,172.72,77.11,,Orthodox,10/12/1971,0.6,40,0.97,50,0,0,25,2.1,,,,0.955622503,,
Josh Sampo,The Gremlin,11,5,0,162.56,56.7,162.56,Orthodox,7/24/1984,1.99,36,2.96,55,1.06,33,40,2.1,,,,1.118928978,,
Katsuhisa Fujii,Shamoji,9,18,1,182.88,92.99,,Orthodox,8/15/1972,4,50,4.43,64,2.14,25,50,2.1,,,,1.354418815,,
Brooke Mayo,The Bully,0,1,0,170.18,56.7,,,,1.92,34,3.2,63,3.2,60,0,2.1,,,,1.110581528,,
Satoru Kitaoka,,40,14,9,167.64,69.85,,,,0.68,33,2.15,45,0.62,10,27,2.1,,,,0.964733079,,
Daermisi Zhawupasi,,7,1,0,172.72,61.23,172.72,Switch,3/13/2000,1.24,51,2.75,34,6.19,75,64,2.1,,,,1.030474023,,
Jeremiah Metcalf,,13,7,0,185.42,83.91,,Orthodox,,1.74,59,0.27,60,4.02,66,100,2,,,,1.087381053,,
Harry Hunsucker,The Hurricane,7,6,0,187.96,92.99,190.5,Orthodox,1/3/1989,3.54,52,6.53,42,0,0,0,2,,,,1.298287038,,
Charles Bennett,Krazy Horse,30,33,2,172.72,70.31,,Orthodox,11/23/1979,1.39,39,1.35,64,2.02,100,36,2,,,,1.045578675,,
Kevin Syler,El Nino Bala,10,1,0,175.26,70.31,180.34,Switch,7/29/1993,5.6,69,4.03,48,1,40,77,2,,,,1.541228764,,
Mike Zichelle,,8,4,0,,92.99,,,,0.87,35,0.87,40,0,0,0,2,,,,0.983956889,,
Dave Galera,Scarecrow,5,1,0,180.34,61.23,,Orthodox,1/12/1978,1.67,69,0.53,33,0,0,14,2,,,,1.078630617,,
Kaik Brito,,16,5,0,180.34,77.11,182.88,Orthodox,3/26/1997,2.8,38,3.87,55,0,0,55,2,,,,1.212028918,,
Josh Thornburg,,8,8,0,182.88,77.11,,,,1.2,50,3.13,38,2,66,42,2,,,,1.023893912,,
Chad Reiner,The Grinder,33,18,0,180.34,77.11,,Orthodox,6/29/1981,0.53,20,1.97,46,0.99,33,25,2,,,,0.944565147,,
Jacob Volkmann,Christmas,19,7,0,175.26,70.31,180.34,Southpaw,9/5/1980,1.19,34,1.78,52,3.19,48,52,2,,,,1.022339045,,
Brock Larson,,42,10,0,180.34,77.11,180.34,Southpaw,8/23/1977,1.39,46,1.5,55,2.67,34,43,2,,,,1.045152519,,
Christian Lohsen,Hollywood,4,2,0,187.96,70.31,195.58,Southpaw,1/24/1995,5.27,49,6.93,44,0,0,0,2,,,,1.50308713,,
Brent Primus,,8,0,0,177.8,70.31,,,,1.73,39,2.27,59,5,38,0,2,,,,1.084974835,,
Nick Serra,The Mad Monkey,7,3,0,175.26,77.11,,Orthodox,3/27/1978,0,0,1.73,43,1,10,0,2,,,,0.878589217,,
Chris Holdsworth,,6,0,0,180.34,61.23,,,,1.85,29,1.94,58,3.38,62,100,2,,,,1.098000396,,
David Mitchell,Daudi,22,7,0,182.88,77.11,190.5,Orthodox,10/24/1979,1.74,32,2.06,55,0.66,50,29,2,,,,1.084283665,,
John Halverson,The Hurricane,16,8,0,175.26,70.31,,Southpaw,9/8/1972,2.94,43,5.29,47,0,0,66,2,,,,1.226867455,,
Sean Holden,,5,2,0,177.8,77.11,,,,2.4,59,0.6,59,5,83,0,2,,,,1.163081557,,
Eric Wray,,5,1,0,182.88,77.11,,Orthodox,,1.76,48,3.12,28,4.07,66,0,2,,,,1.086059126,,
Kevin Haley,The North Woods Nightmare,6,4,0,187.96,92.99,,,,0.87,59,0.87,64,3,100,0,2,,,,0.97935174,,
Mariusz Ksiazkiewicz,The Iron Pol,8,1,0,190.5,83.91,190.5,Southpaw,10/4/1989,0.93,45,3.4,39,4,100,0,2,,,,0.985633265,,
Young Sam Jung,,4,8,0,172.72,63.05,,Orthodox,10/27/1985,0.53,9,2.79,63,0,0,0,2,,,,0.9366129,,
Luis Rodriguez,Lazy Boy,11,2,0,167.64,56.7,165.1,Orthodox,5/7/1999,1.27,37,3.2,54,2,50,100,2,,,,1.02536674,,
Jarrod Kwitty,,2,2,0,172.72,83.91,,,,0.53,50,4.4,32,8,50,0,2,,,,0.936683959,,
Jimmy Crute,,12,4,1,187.96,92.99,187.96,Orthodox,3/4/1996,3.68,54,3.04,44,4.84,57,60,2,,,,1.311918974,,
Joe Lauzon,,28,16,0,177.8,70.31,180.34,Orthodox,5/22/1984,2.84,39,5.39,54,2.39,45,54,2,,,,1.209869376,,
Tomoya Miyashita,,17,9,7,170.18,63.05,,Southpaw,,1.67,65,0.93,33,4,80,0,2,,,,1.06920168,,
Jack Cartwright,,10,1,0,175.26,61.23,172.72,Orthodox,5/26/1994,0.8,38,3.33,29,6,66,0,2,,,,0.963815955,,
Jafel Filho,Pastor,15,3,0,170.18,56.7,172.72,Orthodox,5/5/1993,2,37,2.31,45,1.53,27,55,2,,,,1.106358851,,
Mark Scanlon,,9,2,0,175.26,77.11,,Orthodox,,2.2,35,3.33,48,3,75,25,2,,,,1.130373618,,
Eric Esch,Butterbean,15,10,1,180.34,158.76,,Orthodox,8/3/1968,3.07,71,1.74,43,0,0,0,2,,,,1.234876595,,
Chris Tickle,BadBoy,9,9,0,175.26,70.31,,,,1.07,40,1.13,43,1,25,20,2,,,,0.993744301,,
Ivana Petrovic,,6,1,0,172.72,56.7,177.8,Southpaw,6/11/1994,1.47,35,2.73,52,2,33,66,2,,,,1.042039485,,
Kazuki Okubo,,7,9,0,180.34,79.38,,Orthodox,,1.53,38,1.97,46,0.51,25,36,2,,,,1.048972815,,
Abdul-Kerim Edilov,,17,4,0,187.96,92.99,,Orthodox,11/25/1991,10.22,61,0.13,92,3.98,100,0,2,,,,2.098666012,,
Eddy Ellis,Fast,21,16,1,175.26,77.11,,Orthodox,,3.4,69,1.53,68,4,66,50,2,,,,1.273612022,,
Jason MacDonald,The Athlete,25,16,0,190.5,83.91,203.2,Orthodox,6/3/1975,1.55,52,2.7,46,1.43,16,35,2,,,,1.05136647,,
Micah Miller,Maverick,20,8,0,182.88,65.77,,Orthodox,2/14/1987,1.33,33,2.15,54,0.98,37,21,2,,,,1.024915414,,
Allan Begosso,Mini,7,2,1,165.1,61.23,167.64,Orthodox,11/23/1995,1.8,40,7.73,34,0,0,25,2,,,,1.08118039,,
Yuma Horiuchi,Ichiban,9,5,0,167.64,56.7,170.18,Switch,9/22/1997,3.73,30,5,35,2,16,0,2,,,,1.312388248,,
John Gunderson,Quick Guns,35,16,2,175.26,70.31,175.26,Orthodox,1/5/1979,1.04,27,1.71,58,1.67,33,11,2,,,,0.990475895,,
Chris Haseman,The Hammer,20,17,0,180.34,92.99,,Orthodox,6/2/1969,0.93,70,4.67,28,0,0,40,2,,,,0.977045515,,
Josh Smith,,9,8,0,182.88,70.31,,Orthodox,7/2/1982,0.73,28,1.4,54,0,0,57,2,,,,0.95354651,,
Martin Kampmann,The Hitman,20,7,0,182.88,77.11,182.88,Orthodox,4/17/1982,3.22,42,3.28,62,1.86,41,78,2,,,,1.251375755,,
Frank Mir,,18,11,0,190.5,119.75,200.66,Southpaw,5/24/1979,2.18,47,3.84,38,2.02,40,54,2,,,,1.127012532,,
Mitch Gagnon,,12,5,0,165.1,61.23,165.1,Southpaw,10/10/1984,2.76,46,2.21,61,1.16,25,65,1.9,,,,1.196034957,,
Lucio Linhares,,19,8,0,187.96,83.91,,Orthodox,12/8/1973,0.99,22,3.47,34,1.86,50,50,1.9,,,,0.984669308,,
Roger Gracie,,8,2,0,193.04,83.91,200.66,Orthodox,9/26/1981,1.78,35,1.79,61,1.87,53,60,1.9,,,,1.078721811,,
Saidyokub Kakhramonov,,10,3,0,172.72,61.23,175.26,Orthodox,11/14/1995,2.05,51,0.88,58,6.63,48,83,1.9,,,,1.110763561,,
Mickey Gall,,7,5,0,187.96,77.11,187.96,Switch,1/22/1992,2.94,46,4.25,49,1.21,30,36,1.9,,,,1.215762352,,
Joe Soto,One Bad Mofo,18,7,0,167.64,61.23,165.1,Orthodox,3/22/1987,3.36,41,5.37,67,0.85,21,70,1.9,,,,1.266034679,,
Austin Vanderford,AK-47,4,0,0,180.34,77.11,,Orthodox,3/21/1990,3.9,52,5.19,45,0,0,100,1.9,,,,1.330813295,,
Pat Sabatini,,18,5,0,172.72,65.77,177.8,Orthodox,11/9/1990,2.02,59,1.54,49,3.73,42,50,1.9,,,,1.106044166,,
Jessamyn Duke,The Gun,3,5,0,180.34,61.23,185.42,Orthodox,6/24/1986,4.83,53,4.43,57,1.27,36,50,1.9,,,,1.442279826,,
Ryan Jensen,,21,8,0,185.42,83.91,193.04,Orthodox,9/20/1977,2.84,39,2.99,59,1.55,50,31,1.9,,,,1.203700553,,
Roman Mitichyan,,8,3,0,177.8,77.11,,Orthodox,9/4/1978,0.26,16,2.7,43,1.93,100,25,1.9,,,,0.894172851,,
Georgi Karakhanyan,Insane,26,7,1,172.72,65.77,,,,4.49,39,5,54,1.41,50,33,1.9,,,,1.401524443,,
Brad Mitchell,,4,2,0,180.34,65.77,,,,1.15,33,4.2,52,0,0,100,1.9,,,,1.000442388,,
Ikuhisa Minowa,Minowaman,60,42,8,175.26,82.1,,Orthodox,1/12/1976,0.88,40,1.66,49,1.82,41,5,1.9,,,,0.968422612,,
Joachim Hansen,Hellboy,23,14,1,170.18,68.04,,Southpaw,5/26/1979,2.01,43,2.04,58,2.21,58,34,1.9,,,,1.103752305,,
Jordan Griffin,Native Psycho,18,9,0,177.8,65.77,185.42,Southpaw,2/28/1990,2.52,46,3.02,50,1.45,35,42,1.9,,,,1.16470326,,
Jon Delos Reyes,The Heat,8,5,0,167.64,56.7,170.18,Orthodox,8/19/1987,2.99,38,4.14,51,3.2,83,55,1.9,,,,1.221082569,,
Luke Stewart,,6,3,0,180.34,77.11,,Orthodox,,3.75,56,2.34,53,3.75,33,50,1.9,,,,1.311759453,,
Vagner Rocha,Ceara,14,4,0,177.8,70.31,185.42,Orthodox,6/6/1982,2.64,42,4.5,48,1.4,33,50,1.9,,,,1.177819751,,
Kyle Daukaus,,11,4,0,190.5,83.91,193.04,Southpaw,2/27/1993,3.22,52,2.94,42,2.12,25,82,1.9,,,,1.24726999,,
Fedor Emelianenko,The Last Emperor,36,5,0,182.88,104.33,187.96,Orthodox,9/28/1976,3.18,51,1,63,2,63,82,1.9,,,,1.242213441,,
Stephen Banaszak,,5,5,0,182.88,65.77,,,,4.2,47,1.15,66,0,0,100,1.9,,,,1.364148634,,
Rani Yahya,,28,11,1,167.64,61.23,170.18,Orthodox,9/12/1984,1.59,37,1.77,50,2.86,32,24,1.9,,,,1.051785768,,
